Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,Ploidy,CladesOrg,Abbreviation,VcfName,Clades
CLIB485,BFR,"Cider brewery, industrial raw juice",Cider,"Brittany, France",2,1. Wine/European ,01.W,BFR.variant,1.Wine/European
CLIB546,BFS,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BFS.variant,5.Frenchdairy
CLIB547,BFT,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BFT.variant,5.Frenchdairy
CLIB548,BFV,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BFV.variant,5.Frenchdairy
CLIB549,BGA,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGA.variant,5.Frenchdairy
CLIB550,BGB,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGB.variant,5.Frenchdairy
CLIB551,BGC,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGC.variant,5.Frenchdairy
CLIB552,BGD,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGD.variant,5.Frenchdairy
CLIB553,BGE,"Dairy, raw milk",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGE.variant,5.Frenchdairy
CLIB554,BGF,"Dairy, brine",Dairy,France,2,5. French dairy ,05.F,BGF.variant,5.Frenchdairy
CLIB555,BGG,"Dairy, brine",Dairy,France,2,5. French dairy ,05.F,BGG.variant,5.Frenchdairy
CLIB556,BGH,"Dairy, Saint Maure goat's cheese",Dairy,"Poitou-Charentes, France",2,5. French dairy ,05.F,BGH.variant,5.Frenchdairy
CLIB557,BGI,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGI.variant,5.Frenchdairy
CLIB558,BGK,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGK.variant,5.Frenchdairy
CLIB559,BGL,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGL.variant,5.Frenchdairy
CLIB560,BGM,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGM.variant,5.Frenchdairy
CLIB561,BGN,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGN.variant,5.Frenchdairy
CLIB562,BGP,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGP.variant,5.Frenchdairy
CLIB563,BGQ,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGQ.variant,5.Frenchdairy
CLIB564,BGR,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGR.variant,5.Frenchdairy
CLIB631,BGS,"Dairy, cheese (camembert)",Dairy,"Normandy, France",2,5. French dairy ,05.F,BGS.variant,5.Frenchdairy
CLIB648,BGT,"Dairy, whey",Dairy,"Alpes, France",2,5. French dairy ,05.F,BGT.variant,5.Frenchdairy
CLIB649,BGV,"Dairy, whey",Dairy,"Alpes, France",2,5. French dairy ,05.F,BGV.variant,5.Frenchdairy
CLIB655,BHA,"Beer leaven for Bili Bili beer, brewery",Beer,Chad,3,6. African beer ,06.A,BHA.variant,6.Africanbeer
CLIB889,BHB,Bakery,Bakery,Australia,2,1. Wine/European ,01.W,BHB.variant,1.Wine/European
CLIB1040,BHC,"Cider brewery, raw apple juice",Cider,"Brittany, France",2,1. Wine/European ,01.W,BHC.variant,1.Wine/European
CLIB1059,BHD,"Cider brewery, half fermenting apple juice",Cider,"Brittany, France",2,M1. Mosaic region 1,M1.M,BHD.variant,M1.Mosaicregion1
CLIB1060,BHE,"Cider brewery, half fermenting apple juice",Cider,"Brittany, France",2,M1. Mosaic region 1,M1.M,BHE.variant,M1.Mosaicregion1
CLIB1062,BHF,"Cider brewery, half fermenting apple juice",Cider,"Brittany, France",2,1. Wine/European ,01.W,BHF.variant,1.Wine/European
CLIB1070,BHG,"Cider brewery, dry cider",Cider,"Lower Normandy, France",2,M2. Mosaic region 2,M2.M,BHG.variant,M2.Mosaicregion2
CLIB1071,BHH,"Cider brewery, dry cider",Cider,"Lower Normandy, France",2,M2. Mosaic region 2,M2.M,BHH.variant,M2.Mosaicregion2
CLIB1072,BHI,"Cider brewery, dry cider",Cider,"Lower Normandy, France",2,M2. Mosaic region 2,M2.M,BHI.variant,M2.Mosaicregion2
CLIB1077,BHK,"Cider brewery, dry cider",Cider,"Upper Normandy, France",2,M1. Mosaic region 1,M1.M,BHK.variant,M1.Mosaicregion1
CLIB1082,BHL,"Cider brewery, dry cider",Cider,"Upper Normandy, France",2,M1. Mosaic region 1,M1.M,BHL.variant,M1.Mosaicregion1
CLIB1085,BHM,"Cider brewery, dry cider",Cider,"Upper Normandy, France",2,M1. Mosaic region 1,M1.M,BHM.variant,M1.Mosaicregion1
CLIB1410,BHN,"Rice wine, Oenology",Fermentation,Laos,2,1. Wine/European ,01.W,BHN.variant,1.Wine/European
CLIB1411,BHP,"Rice wine, Oenology",Fermentation,Laos,2,26. Asian fermentation ,26.A,BHP.variant,26.Asianfermentation
CLIB1412,BHQ,"Rice wine, Oenology",Fermentation,Laos,2,26. Asian fermentation ,26.A,BHQ.variant,26.Asianfermentation
CLIB1413,BHR,"Rice wine, Oenology",Fermentation,Laos,2,26. Asian fermentation ,26.A,BHR.variant,26.Asianfermentation
CLIB1414,BHS,"Rice wine, Oenology",Fermentation,Laos,2,26. Asian fermentation ,26.A,BHS.variant,26.Asianfermentation
CLIB1083,BHT,"Cider brewery, dry cider",Cider,"Upper Normandy, France",2,M1. Mosaic region 1,M1.M,BHT.variant,M1.Mosaicregion1
DBVPG1014,BHV,Grape must,Wine,"Umbria, Italy",2,1. Wine/European ,01.W,BHV.variant,1.Wine/European
DBVPG1029,BIA,Fermenting Grape must,Wine,"Colli di Roma, Lazio, Italy",2,1. Wine/European ,01.W,BIA.variant,1.Wine/European
DBVPG1041,BIB,Grape must,Wine,"Tuscany, Italy",2,1. Wine/European ,01.W,BIB.variant,1.Wine/European
DBVPG1056,BIC,grape must,Wine,"production zone of Chianti wine, Italy",2,1. Wine/European ,01.W,BIC.variant,1.Wine/European
DBVPG1058,BID,Baker's yeast,Bakery,"Pazzaglia, Italy",2,1. Wine/European ,01.W,BID.variant,1.Wine/European
DBVPG1074,BIE,Grape must,Wine,"San Severo, Puglia, Italy",2,M3. Mosaic region 3,M3.M,BIE.variant,M3.Mosaicregion3
DBVPG1076,BIF,Grape must,Wine,"Locorotondo, Puglia, Italy",2,1. Wine/European ,01.W,BIF.variant,1.Wine/European
DBVPG1080,BIG,Grape must,Wine,"Barletta, Italy",2,1. Wine/European ,01.W,BIG.variant,1.Wine/European
DBVPG1105,BIH,Grapes,Wine,"Adelaide, Australia",2,1. Wine/European ,01.W,BIH.variant,1.Wine/European
DBVPG1106,BII,Grapes,Wine,Australia,2,1. Wine/European ,01.W,BII.variant,1.Wine/European
DBVPG1107,BIK,Grapes,Wine,"McLaren Valley, Australia",2,1. Wine/European ,01.W,BIK.variant,1.Wine/European
DBVPG1108,BIL,Grapes,Wine,Australia,2,1. Wine/European ,01.W,BIL.variant,1.Wine/European
DBVPG1122,BIM,Grape must,Wine,"Lucera, Puglia, Italy",2,1. Wine/European ,01.W,BIM.variant,1.Wine/European
DBVPG1123,BIN,Grape must,Wine,"Manduria, Taranto, Italy",2,1. Wine/European ,01.W,BIN.variant,1.Wine/European
DBVPG1125,BIP,Grape must,Wine,"Torre dei Passeri, Italy",2,1. Wine/European ,01.W,BIP.variant,1.Wine/European
DBVPG1126,BIQ,Grape must,Wine,"Aquila, Italy",1,1. Wine/European ,01.W,BIQ.variant,1.Wine/European
DBVPG1127,BIR,Grape must,Wine,"Popoli, Italy",2,1. Wine/European ,01.W,BIR.variant,1.Wine/European
DBVPG1129,BIS,Grape must,Wine,"Senigallia, Italy",2,1. Wine/European ,01.W,BIS.variant,1.Wine/European
DBVPG1145,BIT,Grape must,Wine,"Corvo, Sicily, Italy",2,1. Wine/European ,01.W,BIT.variant,1.Wine/European
DBVPG1163,BKA,Cherries,Fruit,"Aurum, Sicily, Italy",2,1. Wine/European ,01.W,BKA.variant,1.Wine/European
DBVPG1339,BKC,Grape must,Wine,Netherlands,2,1. Wine/European ,01.W,BKC.variant,1.Wine/European
DBVPG1374,BKD,Soil,Soil,Netherlands,2,1. Wine/European ,01.W,BKD.variant,1.Wine/European
DBVPG1380,BKE,Grape must,Wine,"Rufina, Italy",2,1. Wine/European ,01.W,BKE.variant,1.Wine/European
DBVPG1473,BKF,Wine,Wine,"Piemonte, Italy",2,1. Wine/European ,01.W,BKF.variant,1.Wine/European
DBVPG1490,BKG,Grape must,Wine,"Etna, Sicily, Italy",2,1. Wine/European ,01.W,BKG.variant,1.Wine/European
DBVPG1523,BKH,Grape must,Wine,"Trentino, Italy",2,1. Wine/European ,01.W,BKH.variant,1.Wine/European
DBVPG1554,BKI,Wine,Wine,Dalmatia ,2,1. Wine/European ,01.W,BKI.variant,1.Wine/European
DBVPG1555,BKK,Unknown,Unknown,"Radgona, Slovenia",2,1. Wine/European ,01.W,BKK.variant,1.Wine/European
DBVPG1564,BKL,Grape must,Wine,"Dolianova, Sardinia, Italy",2,1. Wine/European ,01.W,BKL.variant,1.Wine/European
DBVPG1577,BKM,Grape must,Wine,"Elmas, Sardinia, Italy",2,1. Wine/European ,01.W,BKM.variant,1.Wine/European
DBVPG1580,BKN,Grape must,Wine,"Sardinia, Italy",2,1. Wine/European ,01.W,BKN.variant,1.Wine/European
DBVPG1581,BKP,Grape must,Wine,"Marassinai, Sardinia, Italy",2,1. Wine/European ,01.W,BKP.variant,1.Wine/European
DBVPG1584,BKQ,Unknown,Unknown,"Porec, Istria",2,1. Wine/European ,01.W,BKQ.variant,1.Wine/European
DBVPG1594,BKR,Grape must,Wine,"Los Cerros, La Mancha, Spain ",2,1. Wine/European ,01.W,BKR.variant,1.Wine/European
DBVPG1595,BKS,Grape must,Wine,"La Mancha, Spain",2,1. Wine/European ,01.W,BKS.variant,1.Wine/European
DBVPG1596,BKT,Grape must,Wine,"Santa Cruz de los Canamos, La Mancha, Spain",2,1. Wine/European ,01.W,BKT.variant,1.Wine/European
DBVPG1599,BLA,Grape must,Wine,"Cerro del Moro, La Mancha, Spain",2,1. Wine/European ,01.W,BLA.variant,1.Wine/European
DBVPG1601,BLB,Grape must,Wine,"Casa del Rey, La Mancha, Spain",2,1. Wine/European ,01.W,BLB.variant,1.Wine/European
DBVPG1606,BLC,Grape must,Wine,"Villarta de San Juan, La Mancha, Spain",2,1. Wine/European ,01.W,BLC.variant,1.Wine/European
DBVPG1608,BLD,Grape must,Wine,"La Mancha, Spain",2,1. Wine/European ,01.W,BLD.variant,1.Wine/European
DBVPG1611,BLE,Grape must,Wine,"Retamosa, La Mancha, Spain",2,1. Wine/European ,01.W,BLE.variant,1.Wine/European
DBVPG1615,BLF,Grape must,Wine,"La Mancha, Spain",2,1. Wine/European ,01.W,BLF.variant,1.Wine/European
DBVPG1625,BLG,Grape must,Wine,"La Enconienda, La Mancha, Spain ",2,1. Wine/European ,01.W,BLG.variant,1.Wine/European
DBVPG1626,BLH,Grape must,Wine,"La Mancha, Spain",2,1. Wine/European ,01.W,BLH.variant,1.Wine/European
DBVPG1629,BLI,Grape must,Wine,"La Mancha, Spain",2,1. Wine/European ,01.W,BLI.variant,1.Wine/European
DBVPG1631,BLK,Grape must treated with sulfur dioxide,Wine,"Valdepenas, La Mancha, Spain",2,1. Wine/European ,01.W,BLK.variant,1.Wine/European
DBVPG1632,BLL,Grape must,Wine,"Abertura, La Mancha, Spain",2,1. Wine/European ,01.W,BLL.variant,1.Wine/European
DBVPG1656,BLM,Grape must treated with sulfur dioxide,Wine,"Los Campillos, La Mancha, Spain",2,1. Wine/European ,01.W,BLM.variant,1.Wine/European
DBVPG1659,BLN,Grape must,Wine,"Campo de Santiago, La Mancha, Spain",2,1. Wine/European ,01.W,BLN.variant,1.Wine/European
DBVPG1661,BLP,Grape must,Wine,"Los Polos, La Mancha, Spain",2,1. Wine/European ,01.W,BLP.variant,1.Wine/European
DBVPG1669,BLQ,Grape must,Wine,"Cenicero, Rioja, Spain",2,1. Wine/European ,01.W,BLQ.variant,1.Wine/European
DBVPG1973,BLR,Grape must,Wine,Greece,2,1. Wine/European ,01.W,BLR.variant,1.Wine/European
DBVPG1975,BLS,Wine,Wine,Greece,2,1. Wine/European ,01.W,BLS.variant,1.Wine/European
DBVPG1984,BLT,Grape must,Wine,Slovenia,2,1. Wine/European ,01.W,BLT.variant,1.Wine/European
DBVPG3022,BLV,Grape must,Wine,"Squinzano, Italy",2,1. Wine/European ,01.W,BLV.variant,1.Wine/European
UWOPS03-429.1,BMA,"Nectar, bertam palm",Tree,Malaysia,2,19. Malaysian ,19.M,BMA.variant,19.Malaysian
UWOPS03-433.3,BMB,"Nectar, bertam palm",Tree,Malaysia,2,19. Malaysian ,19.M,BMB.variant,19.Malaysian
UWOPS03-459.1,BMC,"Nectar, bertam palm",Tree,Malaysia,2,19. Malaysian ,19.M,BMC.variant,19.Malaysian
384103A,BMD,Human,Human,"RVI Newcastle, UK",2,M3. Mosaic region 3,M3.M,BMD.variant,M3.Mosaicregion3
368428S,BME,Human,Human,"RVI Newcastle, UK",3,5. French dairy ,05.F,BME.variant,5.Frenchdairy
269521J,BMF,Human,Human,"RVI Newcastle, UK",2,M3. Mosaic region 3,M3.M,BMF.variant,M3.Mosaicregion3
NCYC_2925,BMG,Human sputum,"Human, clinical",Norway,3,8. Mixed origin ,08.M,BMG.variant,8.Mixedorigin
YJM984,BMH,Vagina,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,BMH.variant,1.Wine/European(subclade2)
YJM989,BMI,Vagina,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,BMI.variant,1.Wine/European(subclade2)
YJM990,BMK,Vagina,"Human, clinical",Italy,2,1. Wine/European (subclade 2),01.W2,BMK.variant,1.Wine/European(subclade2)
NCYC_2780,BML,Vagina,"Human, clinical",Belgium,4,8. Mixed origin ,08.M,BML.variant,8.Mixedorigin
2680,BMM,Vagina,"Human, clinical","Vall d'Hebron hospital, Barcelona, Spain",4,8. Mixed origin ,08.M,BMM.variant,8.Mixedorigin
2698,BMN,Faringe,"Human, clinical","Vall d'Hebron hospital, Barcelona, Spain",2,1. Wine/European (subclade 3),01.W3,BMN.variant,1.Wine/European(subclade3)
2720,BMQ,Blood,"Human, clinical","La Fe Hospital,Valencia, Spain",2,M3. Mosaic region 3 ,M3.M,BMQ.variant,M3.Mosaicregion3
CEY646,BMR,Chicken,Nature,French Guiana,2,10. French Guiana human ,10.F,BMR.variant,10.FrenchGuianahuman
CEY649,BMV,Agouti paca (RO),Nature,French Guiana,2,10. French Guiana human ,10.F,BMV.variant,10.FrenchGuianahuman
CEY650,BNA,Agouti paca (RO),Nature,French Guiana,2,10. French Guiana human ,10.F,BNA.variant,10.FrenchGuianahuman
CEY651,BNB,Fruits,Fruit,French Guiana,2,10. French Guiana human ,10.F,BNB.variant,10.FrenchGuianahuman
CEY652,BNC,Fruits,Fruit,French Guiana,2,10. French Guiana human ,10.F,BNC.variant,10.FrenchGuianahuman
CEY653,BND,Fruits,Fruit,French Guiana,2,10. French Guiana human ,10.F,BND.variant,10.FrenchGuianahuman
DBVPG1057,BNE,Grape must,Wine,"Colli Romani, Lazio, Italy",2,1. Wine/European ,01.W,BNE.variant,1.Wine/European
DBVPG1078,BNF,Grape must,Wine,"San Ferdinando, Italy",2,1. Wine/European ,01.W,BNF.variant,1.Wine/European
DBVPG1085,BNG,Grape must,Wine,"Corato, Italy",3,1. Wine/European ,01.W,BNG.variant,1.Wine/European
DBVPG1685,BNH,Grape must,Wine,"Haro, Rioja, Spain",2,1. Wine/European ,01.W,BNH.variant,1.Wine/European
DBVPG1699,BNI,Grape must,Wine,"De Casa la Reina, Rioja, Spain",2,1. Wine/European ,01.W,BNI.variant,1.Wine/European
DBVPG1701,BNK,Grape must,Wine,"Cihuri, Rioja, Spain",2,1. Wine/European ,01.W,BNK.variant,1.Wine/European
DBVPG1708,BNL,Soil,Soil,"Ultura, Sweden",2,1. Wine/European ,01.W,BNL.variant,1.Wine/European
DBVPG1711,BNM,Grape must,Wine,"Ygai, Rioja, Spain",2,1. Wine/European ,01.W,BNM.variant,1.Wine/European
DBVPG1712,BNN,Grape must,Wine,"Pedrejon, Rioja, Spain",2,1. Wine/European ,01.W,BNN.variant,1.Wine/European
DBVPG1714,BNP,Grape must,Wine,"Fuen Mayor, Rioja, Spain",2,1. Wine/European ,01.W,BNP.variant,1.Wine/European
DBVPG1719,BNQ,Grape must,Wine,"San Adrian, Rioja, Spain",2,1. Wine/European ,01.W,BNQ.variant,1.Wine/European
DBVPG1725,BNR,Grape must,Wine,"La Puebla de la Barca, Rioja, Spain",2,1. Wine/European ,01.W,BNR.variant,1.Wine/European
DBVPG1772,BNT,Soil,Soil,"Kuopio, Finland",2,1. Wine/European ,01.W,BNT.variant,1.Wine/European
DBVPG1790,BNV,Soil,Soil,"Turku, Finland",2,1. Wine/European ,01.W,BNV.variant,1.Wine/European
DBVPG1792,BPA,Soil,Soil,"Viik, Helsinki, Finland",2,M3. Mosaic region 3,M3.M,BPA.variant,M3.Mosaicregion3
DBVPG1795,BPB,Grape must,Wine,"Illasi, Verona, Italy",2,1. Wine/European ,01.W,BPB.variant,1.Wine/European
DBVPG1798,BPC,Grape must,Wine,"Sicily, Italy",2,1. Wine/European ,01.W,BPC.variant,1.Wine/European
DBVPG1832,BPF,Fruit juice,Fruit,NA,2,1. Wine/European ,01.W,BPF.variant,1.Wine/European
DBVPG1841,BPG,Red Tecc,Unknown,Ethiopia,2,1. Wine/European ,01.W,BPG.variant,1.Wine/European
DBVPG1843,BPH,White Tecc,Unknown,Ethiopia,2,1. Wine/European ,01.W,BPH.variant,1.Wine/European
DBVPG1848,BPI,Tecc,Unknown,Ethiopia,2,Unclustered,unk,BPI.variant,Unclustered
DBVPG1861,BPK,River water,Water,"Rajamaki River, Finland",2,1. Wine/European ,01.W,BPK.variant,1.Wine/European
DBVPG1878,BPL,Grape must,Wine,"Piave, Italy",2,1. Wine/European (subclade 4),01.W4,BPL.variant,1.Wine/European(subclade4)
DBVPG1880,BPM,Grape must treated with pesticides,Wine,Italy,2,1. Wine/European ,01.W,BPM.variant,1.Wine/European
DBVPG1895,BPN,Grape must treated with pesticides,Wine,Italy,2,Unclustered,unk,BPN.variant,Unclustered
DBVPG1898,BPP,Grape must,Wine,"Pantelleria, Italy",2,1. Wine/European ,01.W,BPP.variant,1.Wine/European
DBVPG1918,BPQ,Grape must,Wine,Malta,2,1. Wine/European (subclade 1),01.W1,BPQ.variant,1.Wine/European(subclade1)
DBVPG1919,BPR,Caverns,Nature,Italy,3,1. Wine/European (subclade 4),01.W4,BPR.variant,1.Wine/European(subclade4)
DBVPG1960,BPT,Grape must,Wine,"Recioto, Verona, Italy",2,1. Wine/European ,01.W,BPT.variant,1.Wine/European
DBVPG1976,BPV,Wine,Wine,Slovakia,2,1. Wine/European ,01.W,BPV.variant,1.Wine/European
DBVPG1994,BQA,Grapes,Wine,Greece,2,1. Wine/European (subclade 1),01.W1,BQA.variant,1.Wine/European(subclade1)
DBVPG2049,BQB,Lambrusco grape must,Wine,"Reggio Emilia, Italy",2,1. Wine/European ,01.W,BQB.variant,1.Wine/European
DBVPG2088,BQC,Cognac,Distillery,"Cognac, France",2,1. Wine/European ,01.W,BQC.variant,1.Wine/European
DBVPG2166,BQE,Sagrantino wine,Wine,"production zone of Sagrantino wine, Montefalco, Foligno, Italy",2,1. Wine/European ,01.W,BQE.variant,1.Wine/European
DBVPG3098,BQG,Grape must,Wine,"Calabria, Italy",2,1. Wine/European ,01.W,BQG.variant,1.Wine/European
DBVPG3100,BQH,Grape must,Wine,"Toscana, Italy",2,1. Wine/European ,01.W,BQH.variant,1.Wine/European
DBVPG3924,BQI,Grape must,Wine,"Piave, Italy",2,1. Wine/European ,01.W,BQI.variant,1.Wine/European
DBVPG4162,BQM,Grape must,Wine,"Reggio Emilia, Italy",2,1. Wine/European ,01.W,BQM.variant,1.Wine/European
DBVPG4186,BQN,Wine,Wine,Slovenia,2,1. Wine/European (subclade 1),01.W1,BQN.variant,1.Wine/European(subclade1)
DBVPG4297,BQP,Prosecco wine,Wine,"Treviso, Italy ",2,1. Wine/European ,01.W,BQP.variant,1.Wine/European
DBVPG4317,BQQ,Fermenting refrigerated Grape must (5C ca),Wine,"Bettona, Perugia, Italy ",2,1. Wine/European ,01.W,BQQ.variant,1.Wine/European
DBVPG4381,BQR,Seawater,Water,Italy ,2,1. Wine/European ,01.W,BQR.variant,1.Wine/European
DBVPG4410,BQS,Wine,Wine,Italy ,2,1. Wine/European ,01.W,BQS.variant,1.Wine/European
DBVPG4460,BQT,Wine,Wine,"Jesi, Italy ",2,1. Wine/European ,01.W,BQT.variant,1.Wine/European
DBVPG4651,BRA,Surface of Tuber magnatum,Nature,Italy,2,1. Wine/European ,01.W,BRA.variant,1.Wine/European
DBVPG4686,BRB,Winery,Wine,"Deruta, Perugia, Italy",2,1. Wine/European ,01.W,BRB.variant,1.Wine/European
DBVPG4695,BRC,"Winery surface at the beginning of Vino Santo production, Lungarotti winery",Wine,"Torgiano, Perugia, Italy",2,1. Wine/European (subclade 1),01.W1,BRC.variant,1.Wine/European(subclade1)
DBVPG4902,BRD,Dried sausages under oil,Unknown,"Perugia, Italy",2,1. Wine/European ,01.W,BRD.variant,1.Wine/European
DBVPG4905,BRE,Fermenting grape must,Wine,"Marsciano, Perugia, Italy",2,1. Wine/European ,01.W,BRE.variant,1.Wine/European
DBVPG5760,BRF,Wine fermenter,Wine,"Production zone of Sagrantino wine, Montefalco, Foligno, Italy",2,1. Wine/European ,01.W,BRF.variant,1.Wine/European
DBVPG5836,BRG,"Soil close to plum tree, depth: 25 cm. Agricultural soil: presence of important vegetation, some fallen fruit (plum) rotting & insects. Average T (June): [max: 26.3C / min: 13.6C]. Precipitation (June): 17.4 mm.",Soil,"District of Hamma Bouziane, Constantine, Algeria",3,26. Asian fermentation ,26.A,BRG.variant,26.Asianfermentation
DBVPG6223,BRH,Grape must,Wine,Spain,2,1. Wine/European ,01.W,BRH.variant,1.Wine/European
DBVPG6302,BRK,Alpechin (waste from olive oil production),Industrial,Spain,2,2. Alpechin ,02.A,BRK.variant,2.Alpechin
DBVPG6350,BRL,UC Berkeley,Unknown,USA,1,M3. Mosaic region 3,M3.M,BRL.variant,M3.Mosaicregion3
DBVPG6590,BRM,Alcohol production tank,Distillery,Brazil,1,7. Mosaic beer ,07.M,BRM.variant,7.Mosaicbeer
DBVPG6694,BRP,Artois Peterman beer,Beer,Belgium,4,11. Ale beer ,11.A,BRP.variant,11.Alebeer
DBVPG6695,BRQ,Orval Trappist beer,Beer,Belgium,4,11. Ale beer ,11.A,BRQ.variant,11.Alebeer
DBVPG6874,BRV,Human,"Human, clinical",USA ,2,M3. Mosaic region 3,M3.M,BRV.variant,M3.Mosaicregion3
DBVPG6876,BSA,Winery,Wine,"Frog's Leap Winery, California, USA",2,1. Wine/European ,01.W,BSA.variant,1.Wine/European
DBVPG6877,BSB,Winery,Wine,"Sterling Winery, California, USA",2,1. Wine/European ,01.W,BSB.variant,1.Wine/European
DBVPG6878,BSC,Winery,Wine,"Mondavi Winery, California, USA",2,1. Wine/European ,01.W,BSC.variant,1.Wine/European
DBVPG6879,BSD,Winery,Wine,"Newton Winery, California, USA",2,1. Wine/European ,01.W,BSD.variant,1.Wine/European
DBVPG6880,BSE,Winery,Wine,"Ridge Winery, California, USA",2,1. Wine/European ,01.W,BSE.variant,1.Wine/European
DBVPG6295,BSG,Grape must,Wine,South Africa,2,1. Wine/European ,01.W,BSG.variant,1.Wine/European
DBVPG6693,BSI,Beer,Beer,Belgium,4,11. Ale beer ,11.A,BSI.variant,11.Alebeer
D3742,BSK,Spoiled ice tea,Unknown,France,2,M3. Mosaic region 3,M3.M,BSK.variant,M3.Mosaicregion3
M57,BSL,Wine,Wine,Italy,2,1. Wine/European ,01.W,BSL.variant,1.Wine/European
SGU89,BSM,Wine,Wine,Italy,2,1. Wine/European ,01.W,BSM.variant,1.Wine/European
SG60,BSN,Wine,Wine,Italy,2,1. Wine/European ,01.W,BSN.variant,1.Wine/European
L-1183,BSP,Wine,Wine,Uruguay,2,1. Wine/European ,01.W,BSP.variant,1.Wine/European
L-958,BSR,Wine,Wine,"Mendoza area, Argentina",2,1. Wine/European ,01.W,BSR.variant,1.Wine/European
L-960,BSS,Wine,Wine,"Mendoza area, Argentina",2,1. Wine/European ,01.W,BSS.variant,1.Wine/European
L-962,BST,Wine,Wine,"Mendoza area, Argentina",2,1. Wine/European ,01.W,BST.variant,1.Wine/European
NCYC_2798,BTA,"Clinical isolate, AIDS patient","Human, clinical",Germany,3,M3. Mosaic region 3,M3.M,BTA.variant,M3.Mosaicregion3
77,BTB,Baker's yeast,Bakery,NA,3,M3. Mosaic region 3,M3.M,BTB.variant,M3.Mosaicregion3
79,BTC,Fleischmann baker's yeast.,Bakery,NA,2,8. Mixed origin ,08.M,BTC.variant,8.Mixedorigin
YS5(E),BTD,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,NA,4,8. Mixed origin ,08.M,BTD.variant,8.Mixedorigin
YS8(E),BTE,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,NA,4,8. Mixed origin ,08.M,BTE.variant,8.Mixedorigin
YS22(E),BTF,"type yeasts of the species Saccharomyces cerevisiae in different sugar media"", Letters in Applied Microbiology 2001",Bakery,NA,2,8. Mixed origin ,08.M,BTF.variant,8.Mixedorigin
ZP_567,BTG,Quercus pyrenaica,Tree,"Portugal, Castelo de Vide,",2,4. Mediterranean oak ,04.M,BTG.variant,4.Mediterraneanoak
ZP_577,BTH,Quercus faginea,Tree,"Portugal, Aldeia das Dez, S. Estrela,",2,1. Wine/European ,01.W,BTH.variant,1.Wine/European
ZP_611,BTI,Quercus robur,Tree,"Canada, Vancouver,",2,M3. Mosaic region 3 ,M3.M,BTI.variant,M3.Mosaicregion3
L-304,BTL,Wine,Wine,Chile,2,1. Wine/European ,01.W,BTL.variant,1.Wine/European
L-475,BTN,Wine,Wine,Chile,2,1. Wine/European ,01.W,BTN.variant,1.Wine/European
L-1198,BTP,"Heterozygote, 12% Sporulation Efficiency",Wine,"Valle de Ica, Peru",2,1. Wine/European ,01.W,BTP.variant,1.Wine/European
L-1201,BTR,"Heterozygote, 12% Sporulation Efficiency",Wine,"Valle de Ica, Peru",2,1. Wine/European ,01.W,BTR.variant,1.Wine/European
RIB1005,BTS,Sake,Sake,Japan,2,25. Sake ,25.S,BTS.variant,25.Sake
M.9.1,BTT,Cachaça,Distillery,Brazil,2,3. Brazilian bioethanol ,03.B,BTT.variant,3.Brazilianbioethanol
M.14.1,BTV,Cachaça,Distillery,Brazil,2,3. Brazilian bioethanol ,03.B,BTV.variant,3.Brazilianbioethanol
RP.10.4,BVA,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVA.variant,3.Brazilianbioethanol
RP.10.13,BVB,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVB.variant,3.Brazilianbioethanol
RP.10.14,BVC,Bioethanol,Bioethanol,Brazil,2,3. Brazilian bioethanol ,03.B,BVC.variant,3.Brazilianbioethanol
